Restaurant Name,Dining Rating,Delivery Rating,Dining Votes,Delivery Votes,Cuisine ,Place Name,City,Item Name,Best Seller,Votes,Prices
Tipsy Topsy Bakery,3.8,3.9,225,0,Chinese,Saroor Nagar, Hyderabad,Veg 65 Pizza [8 inches],,0,248.0
Sethi Bar-Be-Que,,4.0,0,0,Rolls,Bani Park, Jaipur,Butter Chaap Masala,,0,370.0
Chotu's The Food People,3.7,3.7,64,0,Biryani,Ghansi Bazaar, Hyderabad,Kesar Paneer,,0,160.0
Sher-E-Punjab,3.3,3.7,310,0,Pizza,Theatre Road, Kolkata,Hunan Fish,,0,310.0
Creams N Caffeine,4.3,3.5,217,0,Pizza,Samta Colony, Raipur,Mixed Sauce Pasta,BESTSELLER,18,230.0
Just Cakes,,4.1,0,0,Desserts,Koramangala 7th Block, Bangalore,Red Velvet Cake,BESTSELLER,6,400.0
Pai Brothers 36 Varities Of Dosa,3.7,4.0,138,0,Kerala,Kadavanthra, Kochi,Rava Onion Roast Dosa,,0,120.0
Harishankar Veg Restro,3.8,4.1,273,0,Beverages,Raja Park, Jaipur,Veg Biryani,BESTSELLER,29,280.0
Little Hut,3.6,4.0,177,570,BBQ,Anna Nagar West, Chennai,Egg Pepper Fry,,0,223.0
Burger Singh - Big Punjabi Burgers,3.8,4.2,11,210,Fast Food,Raja Park, Jaipur,Udta Punjab 2.0 - Combo,BESTSELLER,0,339.0
Go Grill,3.0,4.2,0,205,BBQ,Arumbakkam, Chennai,Paneer Grilled Cheese Sandwich,,0,130.0
Quick Snacks,3.7,3.4,45,0,Beverages,Kadavanthra, Kochi,Cold Coffee,BESTSELLER,25,90.0
Hot 100,4.2,4.3,252,0,Pizza,Devendra Nagar, Raipur,Gobi Palak Paratha,,0,205.0
Annamaya,4.3,4.1,187,952,Beverages,Byculla, Mumbai,Classic Manchurian Dry,BESTSELLER,20,270.0
Karnavati Snacks,3.4,3.6,1,201,Sandwich,Paldi, Ahmedabad,Jain Dabeli,,6,45.0
Hoy Punjab,4.3,3.7,163,596,Beverages,Kacheripady, Kochi,Khasta Roti,,7,75.0
Armaani Biryani,,3.6,0,84,Seafood,Arumbakkam, Chennai,Chicken Curry (500ml),,0,229.0
Firangi Bake,,4.1,0,737,Mexican,Wadala, Mumbai,Bombay Masala Quesadilla,,0,269.0
Sahara Family Restaurant,3.3,3.8,4,507,Sichuan,Chembur, Mumbai,Prawns Chilly,,0,314.0
Buhari Vintage Hotel,3.5,4.1,101,0,Beverages,Kilpauk, Chennai,Schezwan Chicken Noodles,SPICY,0,315.0
Theobroma,3.3,4.3,32,0,Beverages,Lavelle Road, Bangalore,Roasted Chicken & Mustard Sandwich [250g],,0,230.0
Chidambaram New Moorthy Cafe,4.3,4.1,246,0,Beverages,Anna Nagar West, Chennai,Prawn 65,,0,359.0
NOTO - Healthy Ice Cream,,4.4,0,203,Desserts,Kothrud, Pune,Vegan Mango Raspberry Ice Cream [100 Ml],,0,93.0
McDonald's,3.6,4.0,264,0,Desserts,MG Road, Kochi,2 McVeggie Burger + 2 Fries (M) + Veg Pizza McPuff,,0,349.25
Maharaja Thalis,,3.9,0,0,Gujarati,Gurukul, Ahmedabad,Jain Paneer Cheese Paratha,,0,251.4
Toscano,4.7,4.1,891,0,Beverages,Nungambakkam, Chennai,Coca Cola (600 ml),Not on Pro,12,99.0
RR62 - Cafe & Kitchen,4.2,3.8,177,0,Beverages,Pink City, Jaipur,Chola Chawal With Raita,,0,230.0
Khana Khazana,4.0,3.9,538,0,Pizza,Dobson Road, Kolkata,Kit Kat Shake,,0,180.0
Kim Ling Chinese Restaurant,4.3,4.3,539,0,Beverages,Anna Nagar East, Chennai,Mongolian Chicken,SPICY,0,395.0
EasyBites by Empire,,3.9,0,0,Beverages,Brigade Road, Bangalore,Peri Peri Fries,,35,79.0
EasyBites by Empire,,3.9,0,0,Beverages,Brigade Road, Bangalore,Peri Peri Fries,,35,79.0
Burger King,3.3,4.0,812,0,Beverages,Dadar West, Mumbai,Crispy Veg Combo,,81,219.0
Andewalaz,3.3,4.0,41,0,Street Food,Masala Chowk, Jaipur,Tandoori Omelette [2 Eggs],,0,145.0
Burger King,3.3,4.0,812,0,Beverages,Dadar West, Mumbai,Premium Family Feast for 4- Chicken,,0,899.0
Liza Restaurant,3.9,4.1,141,0,Beverages,Vepery, Chennai,Chicken Tikka Masala,,10,328.0
Mario's,,4.0,0,0,Pizza,Moudhapara, Raipur,Cheese Paneer Corn Roll,,0,210.0
Domino's Pizza,2.8,3.6,33,0,Fast Food,Matunga West, Mumbai,Summer Special Dessert Combo @ Rs.160 off,Not eligible for coupons,0,649.0
Pizza Pie,,3.7,0,870,Pizza,Rajajipuram, Lucknow,Veg White Sauce Pasta,MUST TRY,27,119.0
Spice Village,4.2,3.8,108,0,Street Food,Gomti Nagar, Lucknow,Chilli Paneer Dry,,16,219.0
Subway,3.8,3.8,113,0,Beverages,Malakpet, Hyderabad,Tuna Salad,,8,311.0
Real Arabia,4.0,3.5,291,0,Juices,Palarivattom, Kochi,Beef Ginger,,0,287.5
RK Pure Veg,3.7,3.8,208,0,Sichuan,Vishrantwadi, Pune,Green Peas Masala,,8,190.0
MS Food,,3.7,0,5,Shake,Navrangpura, Ahmedabad,Schezwan Frankie,,0,80.0
Sip & Bite,3.5,3.8,14,175,Beverages,Malakpet, Hyderabad,Cold Coffee With Ice Cream,BESTSELLER,0,150.0
Mr. Brown - Danbro,,4.2,0,789,Coffee,Nirala Nagar, Lucknow,Veg. Pesto Wrap,,0,266.67
Pizza Pie,,3.7,0,870,Pizza,Rajajipuram, Lucknow,Veg White Sauce Pasta,MUST TRY,27,119.0
Thaal Kitchen,4.1,3.7,126,0,Fast Food,MG Road, Kochi,Hakka Noodles,,0,200.0
Cafe Niloufer,4.3,4.4,338,0,Beverages,Himayath Nagar, Hyderabad,Porridge with Granola,,10,220.0
Italian Bay,,4.2,0,911,Beverages,Bandra Kurla Complex, Mumbai,Pesto Risotto,,0,499.0
Brik Oven,4.6,3.9,0,0,Shake,Church Street, Bangalore,Red Cotta Pizza,BESTSELLER,19,380.0
Mario's,,4.0,0,0,Pizza,Moudhapara, Raipur,Cheese Paneer Corn Roll,,0,210.0
Shivam Classic,,,0,3,Beverages,Panaji, Goa,Chicken Makhanwala,,0,260.0
Roy Pizza House,,3.7,0,0,Pizza,Sector 4, Kolkata,Italiano Chicken Pizza [6 inches],,0,155.0
Delhi Zaika,3.8,3.6,327,0,Beverages,Mahim, Mumbai,Chicken Dz Special Kepsa Rice,BESTSELLER,10,689.0
The Garam Chulha,,4.1,0,878,Chinese,Aliganj, Lucknow,Honey Chilli Potato,,0,169.0
The Chinese Wok,4.0,4.0,99,0,Sichuan,Kondhwa, Pune,Chicken Chilli Basil Dry,,0,289.0
Ovenfresh,4.4,4.3,0,0,Beverages,Dadar Shivaji Park, Mumbai,Dukkah Spice Chilli Puff Straws [200 grams],,0,133.33
La Pino'z Pizza,3.9,4.0,6,505,Fast Food,Himayath Nagar, Hyderabad,Farm Villa Pizza,BESTSELLER,22,235.0
Food Adda,3.9,3.8,30,36,Beverages,Lower Parel, Mumbai,Virgin Mojito,,0,149.0
Punjabi Tadka,3.8,3.8,196,0,Mughlai,Malviya Nagar, Jaipur,Tamatar Pyaz Chutney,,0,219.0
Rominus Pizza And Burger,3.7,4.0,35,0,Fast Food,C Scheme, Jaipur,Hot Chicken Peri Peri,,13,308.0
Pizza Bites,3.7,4.3,15,231,Beverages,Wadgaon Sheri, Pune,Non Veg Meal for One Combo,,0,239.0
BBQ Master,3.5,4.1,4,0,Sichuan,Perambur, Chennai,Veg Noodles,,9,156.0
Sri Udupi Food Hub,3.3,4.1,7,0,Beverages,Majestic, Bangalore,Jeera Rice Combo,,6,180.0
Savoury Sea Shell,4.0,4.1,848,0,Sichuan,Thousand Lights, Chennai,Omani,,0,214.0
Pizza Hut,3.5,3.8,46,0,Beverages,Kacheguda, Hyderabad,Classic Sausage,,5,129.0
Arabian Dreams,2.9,3.6,11,0,Shawarma,Kadavanthra, Kochi,Egg Fried Rice,,13,180.0
Courtallam Border Rahmath Kadai,4.0,4.0,904,0,Biryani,T. Nagar, Chennai,Natukzhi Chicken Fried Rice,,9,297.0
Apoorva Delicacies,3.8,4.1,654,0,Beverages,Dadar Shivaji Park, Mumbai,Veg Kofta,,0,260.0
Burger Xpress,3.7,3.9,2,0,Shake,Mukherjee Nagar, New Delhi,Egg Wrap,,0,90.0
Cafe Amin,4.1,4.2,260,0,Beverages,Royapettah, Chennai,Dal Tadka,,0,175.0
Cups & Cones,4.1,4.0,70,0,Beverages,Vyttila, Kochi,Veg Afghani Malai Momos,,7,109.0
Sherton Restaurant,4.0,4.2,0,0,Biryani,Amberpet, Hyderabad,Butter Naan,,55,40.0
Cups & Cones,4.1,4.0,70,0,Beverages,Vyttila, Kochi,Veg Steamed Momos,BESTSELLER,37,85.0
PFZ,3.8,3.9,22,983,Sichuan,Mani Nagar, Ahmedabad,Aloo Matar,,0,120.0
Santosh Dhaba,4.3,3.9,0,0,Desserts,Abids, Hyderabad,Paneer Fried Rice,,9,225.0
NIC Ice Creams,,4.5,0,0,Desserts,Frazer Town, Bangalore,Roasted Almond Ice Cream 100ml,,8,67.8
Ariena Boutique Hotel,3.9,4.2,13,523,Pizza,Purena, Raipur,Veg Sweet Corn Soup,,0,195.0
Choice Only Veg,4.1,4.2,148,0,Chinese,Fatima Nagar, Pune,Curd Rice,,0,180.0
Subway,3.8,3.8,113,0,Beverages,Malakpet, Hyderabad,Chicken Kofta Sandwich,BESTSELLER,0,249.0
Momo Guy,,3.4,0,535,Momos,Worli, Mumbai,Karare Mushroom Momo (5 pcs),,0,239.0
Casa Blanca,,3.6,0,0,Continental,Byculla, Mumbai,Chicken Singapore Rice,,9,229.0
Mama Mia!,,4.4,0,0,Pizza,Entally, Kolkata,Mocha Coffee Mousse Jar,,43,199.0
Chitale Xpress,,4.3,0,108,Beverages,Prabhadevi, Mumbai,Chitale Gulkand Ice Cream,BESTSELLER,0,65.0
Cheers,4.1,4.3,458,0,Ice Cream,C G Road, Ahmedabad,Strawberry Thickshake,BESTSELLER,18,138.1
Deva Food Mart,4.0,4.4,560,0,North Indian,Aliganj, Lucknow,Paneer Butter Masala with 4 Tawa Roti / 2 Laccha pratha Combo,,21,180.0
Mr. Brown - Danbro,,4.2,0,789,Coffee,Nirala Nagar, Lucknow,Jeera Puff Cookies,Not eligible for coupons,0,118.64
Lassi Shop,3.6,3.5,0,63,Fast Food,Residency Road, Bangalore,Veg Chilli Cheese Grilled Sandwich with Fresh Lime Combo,BESTSELLER,0,80.0
Pai Brothers 36 Varities Of Dosa,3.7,4.0,138,0,Kerala,Kadavanthra, Kochi,Lasoon Egg Onion Masala Dosa,,0,140.0
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,0,Beverages,Taj Mahal Hotel, Hyderabad,Plain Cheese Sandwich,,0,125.0
Pizzaman,2.8,4.0,7,479,Beverages,Edappally, Kochi,Pizzarma,,16,414.0
Taj Mahal - Taj Mahal Hotel,4.1,4.1,0,0,Beverages,Taj Mahal Hotel, Hyderabad,Plain Cheese Sandwich,,0,125.0
Shiraz Golden Restaurant,4.1,4.0,0,0,Pizza,Park Street Area, Kolkata,Shahi Kulcha,,0,145.0
The Breakfast Cafe,,3.6,1,682,Pizza,Civil Lines, Raipur,Khichdi,,0,179.0
Ambur Star Briyani,4.2,4.0,207,0,Sichuan,T. Nagar, Chennai,Chicken Pepper Masala,,5,290.0
Roll Point,4.0,4.1,111,0,Chinese,Dhankawadi, Pune,Chicken Roll,BESTSELLER,36,110.0
7 Plates,,4.3,0,0,Seafood,Frazer Town, Bangalore,Murgh Punjabi,SPICY,0,344.0
Brown Sugar,4.1,4.2,0,0,Beverages,Axis Mall, Jaipur,Veg Spicy Grilled Sandwich,BESTSELLER,13,190.0
Burger King,3.4,3.8,261,0,Beverages,The Pavillion, Pune,Crispy Chicken Burger,BESTSELLER,300,90.0
Raj Restaurant,3.8,4.1,345,0,Biryani,Chembur, Mumbai,Chicken Pataya Sauce,,0,330.0
Chai Govindam,3.8,4.1,18,0,Pizza,Tikrapara, Raipur,Butter Toast,BESTSELLER,19,60.0
Platform 65,4.0,4.0,924,0,Beverages,Dilsukhnagar, Hyderabad,Egg Bhurji,,0,229.0
Hot 100,4.2,4.3,252,0,Pizza,Devendra Nagar, Raipur,Paneer Butter Masala,BESTSELLER,49,260.0
BBQ Master,3.5,4.1,4,0,Sichuan,Perambur, Chennai,Veg Noodles,,9,156.0
Rosy Roti,,4.2,0,337,Pizza,Kankurgachi, Kolkata,Plain Onion Salad,,0,50.0
Domino's Pizza,3.2,3.7,367,0,Desserts,Ravipuram, Kochi,Roasted Chicken Wings - Classic Hot Sauce,,7,185.0
Dakshin Swaad,3.7,4.2,100,0,Pizza,Moudhapara, Raipur,Veg grilled sandwich.,,20,60.0
Dindigul Veetu Kalyanam,,3.5,0,601,Biryani,Egmore, Chennai,Bread Halwa [ 100ml ],,28,70.0
Truffles,4.6,4.3,0,0,Desserts,St. Marks Road, Bangalore,"Mushroom, Cheese, Corn & Spinach Wrap",,12,157.16
Domino's Pizza,2.5,4.0,14,0,Desserts,Rasta Peth, Pune,Veg Loaded,BESTSELLER,34,159.0
The Momoz Hub,,4.0,0,183,Beverages,C Scheme, Jaipur,Mocha Frappe,,0,168.0
Rolls Mania,4.1,4.2,87,0,Beverages,Sadashiv Peth, Pune,Cold Coffee,BESTSELLER,17,129.0
Zaffran Mataam Alarabi,4.1,4.1,482,911,Desserts,Falaknuma, Hyderabad,Chicken Mandi [1 Piece],BESTSELLER,158,360.0
Al Faham,3.6,3.6,117,0,Beverages,Vepery, Chennai,Malabar Paratha,,42,25.0
Faasos - Wraps & Rolls,,4.0,0,0,North Indian,Wadala, Mumbai,4 Signature Veg Wraps at 150 each,,0,600.0
Sodhani Sweets And Namkeen,3.7,4.3,8,0,Street Food,Gopalpura, Jaipur,Dal Kachori,,507,19.04
Tapri Pratham,4.1,4.3,692,0,Beverages,Lal Kothi, Jaipur,Mezze Platter,,0,430.0
La Pino'z Pizza,3.9,4.0,6,505,Fast Food,Himayath Nagar, Hyderabad,"Jalapenos, Sweet Corns & Paneer Pizza",BESTSELLER,13,149.0
Zafar's Fine Dine,3.9,4.0,306,0,Desserts,Tolichowki, Hyderabad,Pepper Mutton,,0,480.0
Sip & Bite,3.5,3.8,14,175,Beverages,Malakpet, Hyderabad,Cold Coffee With Ice Cream,BESTSELLER,0,150.0
RK Pure Veg,3.7,3.8,208,0,Sichuan,Vishrantwadi, Pune,Tomato Soup,,0,80.0
RR62 - Cafe & Kitchen,4.2,3.8,177,0,Beverages,Pink City, Jaipur,Chola Chawal With Raita,,0,230.0
Grand Hotel,4.2,4.1,0,0,Beverages,Abids, Hyderabad,Grand Special Chicken Fried Rice,,143,180.0
Exotica,4.6,4.3,0,0,Beverages,12th Square Building, Hyderabad,Egg Dum Biryani,,6,675.0
Alibaba,,3.9,0,0,Momos,Khurram Nagar, Lucknow,Veg Manchurian Dry,,35,130.0
Ponnusamy Hotel,3.4,3.7,127,0,Beverages,Egmore, Chennai,Chicken Curry,,7,320.0
Bunk Class,4.0,3.7,211,0,Pizza,Amanaka, Raipur,Paneer Chowmein,,0,119.0
The Good Bowl,,3.9,0,912,Italian,Wadala, Mumbai,Mughlai Falafel Rice Bowl,BESTSELLER,0,269.0
McDonald's,3.8,4.0,726,0,Beverages,Crystal Palm Mall, Jaipur,Coke® Zero Can,Not on Pro,88,57.14
Anju Sweets,4.3,3.8,711,0,Desserts,Inderlok, New Delhi,Brown Peda,,5,190.0
Samco,3.8,4.2,634,0,Beverages,Alwarpet, Chennai,Butter Scotch Shake,,0,173.0
Axis Juice,,4.2,0,0,Pizza,Devendra Nagar, Raipur,Paneer Tikka Masala,,22,320.0
Pai Brothers 36 Varities Of Dosa,3.7,4.0,138,0,Kerala,Kadavanthra, Kochi,Rava Onion Roast Dosa,,0,120.0
Blue Sea Restaurant,,4.1,2,940,North Indian,Basheer Bagh, Hyderabad,Chicken Manchuria,,0,220.0
McDonald's,3.8,4.0,726,0,Beverages,Crystal Palm Mall, Jaipur,Small Coke ®,Not eligible for coupons,27,73.33
Burger King,3.4,3.8,261,0,Beverages,The Pavillion, Pune,Indulgent Duo - Non Veg,,0,605.0
Buhari Vintage Hotel,3.5,4.1,101,0,Beverages,Kilpauk, Chennai,Hyderabadi Chicken,SPICY,0,320.0
Jalaram Sweets And Namkeen,,4.1,0,346,Pizza,Tikrapara, Raipur,Dhokla with Samosa [2 pieces],SPICY,6,105.0
Kuduk Chicken,3.9,4.1,60,0,Burger,Chowk, Lucknow,Kuduk Hot & Crispy Chicken Bucket,,6,379.0
Starboy Pizza & Shakes,,3.5,0,0,Beverages,Worli, Mumbai,Chocolate Ganache Brownie,,0,129.0
Swiss Castle,4.1,4.5,162,0,Fast Food,Abids, Hyderabad,Bellam Sunnundalu (200 gms),,0,104.76
Ceylon Bake House,4.0,3.7,415,0,Rolls,Marine Drive, Kochi,3 Porotta With Chicken Chilli Fry,BESTSELLER,38,225.0
Shree Santosh Family Dhaba,4.1,4.1,182,0,Beverages,Himayath Nagar, Hyderabad,Mutter Paneer,,0,240.0
KFC,4.0,3.7,159,660,Beverages,Brigade Road, Bangalore,French Fries -Medium,BESTSELLER,23,99.05
Domino's Pizza,2.8,3.6,33,0,Fast Food,Matunga West, Mumbai,Meal for 4: Margherita & Peppy Paneer,Not eligible for coupons,0,739.0
Shadaan Restaurant,3.8,4.2,19,0,Hyderabadi,Chandrayanagutta, Hyderabad,Pepper Chicken,,0,219.0
Pizza Hut,3.9,3.9,91,838,Beverages,Shukrawar Peth, Pune,Mexican Fiesta - New,BESTSELLER,0,319.0
Subway,2.7,4.1,449,0,Beverages,Matunga East, Mumbai,Raw Mixed Fruit 175ml,,0,95.24
Karachi Bakery,,3.8,0,332,Fast Food,Nampally, Hyderabad,Butterscotch Cake,BESTSELLER,0,466.1
Rattilal's - Sitapur Road,3.2,3.7,69,0,Desserts,Aliganj, Lucknow,Amul Tricone Choco Brownie [150 ml],,0,67.5
Maharaja Restaurant,3.2,3.5,67,0,Chinese,Charbagh, Lucknow,Mutton Keema Kaleji,,0,220.0
Gokul Oottupura,4.0,4.0,73,0,Shake,Pallimukku, Kochi,Babycorn Mutter,CHEF'S SPECIAL,0,225.0
Shanmukha,4.2,4.1,0,0,Seafood,JP Nagar, Bangalore,Mixed Veg Curry,,0,279.0
Jay Shree Jalaram Parotha House,,3.4,2,556,Kathiyawadi,Naranpura, Ahmedabad,Oil Fry Parotta,,6,25.0
Blue Nile,3.6,4.1,0,0,Beverages,Camp Area, Pune,Mutton Keema Masala,,0,300.0
FreshMenu,,3.9,0,0,Chinese,Frazer Town, Bangalore,BBQ Grilled Chicken-Veggie Meal,,0,299.0
Savoury Sea Shell,4.0,4.1,848,0,Sichuan,Thousand Lights, Chennai,Flosberry Flot,,0,157.0
Slyce Pizza,,3.9,0,0,Fast Food,Lower Parel, Mumbai,Hot Link Pepperoni Pizza,CHEF'S SPECIAL,6,375.0
Zam Zam Briyani,3.3,3.4,24,0,North Indian,Choolaimedu, Chennai,Mushroom Noodles,,0,150.0
Game Of Spices,4.3,3.7,88,0,Sichuan,Mansarovar, Jaipur,Veg Jalfrezi,,0,240.0
Neelkanth Sweets,4.2,4.3,779,0,Beverages,Gomti Nagar, Lucknow,Mysore Pak,,8,180.0
Uno Dos Tres,3.3,3.6,18,351,Pizza,Civil Lines, Raipur,Potato Twister Cheese And Herb,,0,120.0
Marky Momos,3.3,4.0,34,0,Beverages,Navrangpura, Ahmedabad,Manchurian And Schezwan Rice,,0,567.49
McDonald's,3.8,4.0,726,0,Beverages,Crystal Palm Mall, Jaipur,EVM McAloo Tikki Burger®,Not eligible for coupons,144,184.76
Richi Rich,3.5,4.1,320,0,Street Food,Aliganj, Lucknow,Paneer Bhurji,,0,399.0
Arsalan,3.9,4.2,0,0,Seafood,Park Street Area, Kolkata,Chicken Tikka Kebab [6 Pieces],,35,354.0
Bombay Natural's Pizza & Soya Chaap,4.1,3.7,58,0,Street Food,Hazratganj, Lucknow,White Chocolate Shakes,,0,155.0
Anand Bhajipav & Pulav Ankurwala,3.8,4.0,277,0,Street Food,Naranpura, Ahmedabad,Fried Papad,,0,25.0
Armaani Biryani,,3.6,0,84,Seafood,Arumbakkam, Chennai,Chicken Curry (500ml),,0,229.0
Theobroma,3.3,4.3,32,0,Beverages,Lavelle Road, Bangalore,Chocoholic Cake [1/2kg],BESTSELLER,24,700.0
Blue Tokai Coffee Roasters,4.3,4.1,265,0,Desserts,Mahalaxmi, Mumbai,Country Sourdough,,0,200.0
NR - Navaratna Udupi Pure Veg,,3.8,2,418,South Indian,Porvorim, Goa,Veg Fried Rice,BESTSELLER,0,170.0
Razakhiya Hotel,3.7,3.9,60,0,Sichuan,HBR Layout, Bangalore,Paneer Butter Masala,,0,220.0
Chowman,4.4,4.1,882,0,Beverages,Hatibagan, Kolkata,Chicken In Green Curry,SPICY,0,340.0
Nxtdoor,,3.9,0,0,Sichuan,Purasavakkam, Chennai,Aglio E Olio Pasta,,8,216.0
Liza Restaurant,3.9,4.1,141,0,Beverages,Vepery, Chennai,Chicken Kebab Fry,,0,278.0
Domino's Pizza,3.1,4.0,814,0,Fast Food,C Scheme, Jaipur,Onion,,113,69.0
Shawarma Daddy,3.6,4.0,44,0,Beverages,Edappally, Kochi,Koozi Rice,,0,99.0
Domino's Pizza,3.9,3.9,563,0,Fast Food,Entally, Kolkata,Summer Special Combo @ Rs.180 off,Not eligible for coupons,0,729.0
Meltyway,4.2,3.5,68,657,Fast Food,Mattancherry, Kochi,Schezwan Mayo Burger,,0,130.0
Redaan Restaurant,,4.3,3,743,North Indian,Charminar, Hyderabad,Chicken Special Tangdi Biryani,,0,330.0
Shadaan Restaurant,3.8,4.2,19,0,Hyderabadi,Chandrayanagutta, Hyderabad,Beef Mutton Biryani,BESTSELLER,344,179.0
Kanha,3.8,4.2,872,0,Desserts,C Scheme, Jaipur,Pkt Peanut Biscuit 350 Grm,,0,88.98
Wafflez,4.1,4.1,171,0,Pizza,Samta Colony, Raipur,Chocolate Sandwich,,0,149.0
Jhakas Family Restaurant,,3.7,0,668,Sichuan,Wadala, Mumbai,Chicken Hunan Style,,0,370.0
Calicut Notebook,3.9,4.0,121,0,Biryani,Kaloor, Kochi,Beef Masala,,5,285.0
CakeZone,,4.2,0,0,Desserts,Himayath Nagar, Hyderabad,Chocolate Truffle Cake,BESTSELLER,137,509.0
Domino's Pizza,3.9,3.9,563,0,Fast Food,Entally, Kolkata,Chicken Fiesta Pizza,,15,319.0
Sam's Pizza,4.1,4.0,152,0,Pizza,Mahaveer Nagar, Raipur,Spanish Passion Pizza,BESTSELLER,30,205.0
FreshMenu,,3.9,0,0,Chinese,Frazer Town, Bangalore,English Veggie Salad Sandwich Combo,,0,299.0
Ritz Classic,4.4,4.1,105,405,Beverages,Mall De Goa, Goa,Chicken Tikka Masala,,0,420.0
Meal Bowl,,4.0,0,0,Sichuan,Lower Parel, Mumbai,Veg Hakka Noodles Paneer Chilli Combo Meal,,0,229.0
Cafe 36,3.1,4.1,10,148,Pizza,Samta Colony, Raipur,Hakka Noodles,,0,160.0
New Paul Dhaba Veggie Hub,3.9,4.0,447,0,Pizza,Maniktala, Kolkata,Veg Fried Rice,BESTSELLER,84,170.0
Express By ABs,,3.8,0,112,Biryani,Malakpet, Hyderabad,Mutton Rogan Josh & Tikka Rice Bowl,,0,279.0
Raj Restaurant,3.8,4.1,345,0,Biryani,Chembur, Mumbai,Chicken Lollipop,BESTSELLER,48,350.0
Tossin Pizza,4.0,4.3,25,322,Beverages,Worli, Mumbai,Signature Peri Peri Chicken Pan Pizza,BESTSELLER,0,521.0
Shobhaa Only Veg,4.0,4.2,487,0,Beverages,Parel, Mumbai,Chana Masala,,6,280.0
Pizza Baker's,4.2,4.0,29,0,Pizza,Raja Park, Jaipur,Cheese & Onion Pizza Single [7 Inches],BESTSELLER,191,129.0
Mother's Kitchen,4.1,3.9,93,0,Biryani,Kothrud, Pune,Mutton Masala,,0,699.0
Creams N Caffeine,4.3,3.5,217,0,Pizza,Samta Colony, Raipur,Tandoori Paneer Pizza [7 inches],,15,229.0
Radhe Restaurants,3.9,3.9,27,0,Beverages,Subhash Bridge, Ahmedabad,Veg Shahikorma [Sweet],,0,399.0
WOW! Momo,3.0,4.2,4,180,Fast Food,Church Street, Bangalore,Veg Darjeeling Steam Momo [8 Pcs] + Veg Moburg [2 Pcs] + 2 Refreshing Pepsi [250ml each],Not eligible for coupons,0,359.0
Raj Restaurant,3.8,4.1,345,0,Biryani,Chembur, Mumbai,Fish Amritsari Tikka,,0,600.0
Magnolia Bakery,4.0,4.4,898,0,Beverages,Indiranagar, Bangalore,Vanilla Cheesecake with Mango topping,BESTSELLER,22,385.0
Jay Bhavani Vadapav,3.9,3.2,294,0,Beverages,Navrangpura, Ahmedabad,Cheese Chutney Grilled Sandwich,,6,100.0
A2B - Adyar Ananda Bhavan,3.4,4.1,6,0,Beverages,Shanti Nagar, Bangalore,Gongura Thokku 400 Grams,,0,223.21
St. Louis Pizza,,3.4,0,225,Beverages,Bais Godam, Jaipur,St. Chicken Maxican Twist Pizza,,0,252.0
Domino's Pizza,2.5,4.0,14,0,Desserts,Rasta Peth, Pune,Peppy Paneer Pizza,BESTSELLER,21,269.0
Jimis Burger,4.3,4.2,529,859,Beverages,Pali Hill, Mumbai,Classic Mutton,,26,369.0
Zafar's Fine Dine,3.9,4.0,306,0,Desserts,Tolichowki, Hyderabad,Lachha Paratha,,0,50.0
Razakhiya Hotel,3.7,3.9,60,0,Sichuan,HBR Layout, Bangalore,Paneer Butter Masala,,0,220.0
The Garam Chulha,,4.1,0,878,Chinese,Aliganj, Lucknow,Honey Chilli Potato,,0,169.0
Oye Kiddan,,3.4,0,0,Desserts,Matunga East, Mumbai,Dal Makhni and Lachha Parathas,,23,225.0
Behrouz Biryani,,4.1,0,644,Kebab,Shanti Nagar, Bangalore,Raan-E-Murgh Biryani with Mango Ice Cream (100ml),,0,559.0
Roti Ghar,3.5,4.1,927,0,Beverages,Basavanagudi, Bangalore,Mixed Veg Curry,,76,185.0
Choudhary Dhaba,3.4,3.9,427,0,Chinese,Khatipura Road, Jaipur,Veg Pulao,,15,115.0
Chung Fa Restaurant,4.1,4.0,586,355,Fast Food,Mahanagar, Lucknow,Chicken Fried Drumstick [8 Pieces],MUST TRY,27,395.0
Roti Ghar,3.5,4.1,927,0,Beverages,Basavanagudi, Bangalore,Congress Kadale Bija [200 grams],,12,70.0
Moti Mahal,4.0,3.6,70,0,Pizza,Jawahar Nagar, Raipur,Veg Sandwich,,0,98.0
Rolls Mania,,3.9,0,0,North Indian,Gomti Nagar, Lucknow,Paneer Cheese Masala Roll,,19,209.0
Babal Da Punjabi Dabha,4.4,4.2,405,0,Beverages,Egmore, Chennai,Cheese Tandoori Chicken,,7,420.0
Chef's Kitchen,4.0,3.9,413,0,Pizza,Civil Lines, Raipur,Chicken Tikka Masala Gravy Boneless,SPICY,6,400.0
Chung Fa Restaurant,4.1,4.0,586,355,Fast Food,Mahanagar, Lucknow,Potato Hot Garlic Sauce,,0,310.0
Axis Juice,,4.2,0,0,Pizza,Devendra Nagar, Raipur,Creamy Kitkat Milkshake,,46,160.0
Keventers - Milkshakes & Desserts,3.3,4.3,2,760,Desserts,The Pavillion, Pune,Blueberry Cheesecake Ice Cream [100 ml],,0,92.37
Swadesi Station,,4.1,0,743,Hyderabadi,Bais Godam, Jaipur,Paneer Khurchan,,0,249.0
